Video,action,Context
P49_cam01,scrambledegg,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Crate of egg,tissueroll,butter,salt n pepper jars,bowl,plate can be seen on the counter.There is a black stove in the kitchen on which pan is placed .Girl is making Scrambled egg."
P49_cam01,milk,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.Mug,hand juice,knife,orange can be seen on the counter.There is a black stove in the kitchen.Girl is making Juice."
P49_cam01,sandwich,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.A painting is hanging on the wall at the right side.The camera is placed along the cabinet covering  the counter view.Blue kitchen gloves are hanging beside the sink.knife,plate,bun,butter,hand juicer.mug,brown paper can be seen on the counter.There is a black stove in the kitchen.Girl is making Sandwich."
P49_cam02,sandwich,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Brown paper bag,glass,knife,butter,bun,hand juicer ,mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Sandwich."
P49_cam02,scrambledegg,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Brown paper bag,glass,knife,butter,bun,hand juicer ,mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Sandwich."
P49_cam02,tea,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Electric kettle,Tea bag,mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Tea."
P49_cam02,salat,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Kiwi,apple,cutting boar,knife,butter,bowl,hand juicer , mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Salat."
P49_cam02,cereals,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Cereal,milk,hand juicer,bowl,Jug,mug,butter can be seen on the counter.There is a black stove in the kitchen. Girl is making Cereal."
P49_cam02,juice,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Hand juicer,knife,orange,glass,and mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Juice."
P49_cam02,friedegg,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Butter,crate of egg,salt n pepper, plate,tissue roll,hand juicer,knife can be seen on the counter.There is a black stove in the kitchen on which pan is placed. Girl is making Fried egg."
P49_cam02,coffee,A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Electric kettle and mug can be seen on the counter.There is a black stove in the kitchen. Girl is making Coffee.
P49_cam02,pancake,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera.A microwave is placed with the caabinet.Milk,bowl,crate of egg,salt n pepper, plate,tissue roll,hand juicer,knife can be seen on the counter.There is a black stove in the kitchen on which pan is placed. Girl is making Pancake."
P49_stereo,salat_ch0,"A girl wearing a black shirt is working on the kitchen counter.There is a poster of someone on the wall.The camera is placed along the cabinet covering  the counter view.There is a window beside the camera. A man in blue shirt is sitting on chair at back working on the laptop.A microwave is placed with the cabinet.Butter,cuttijg baord,mug,knife,kiwi,apple,glass,bowl can be seen on the counter.There is a black stove in the kitchen. Girl is making Salat."
